   1.0409999999999999e+00   1.0369999999999999e+00   1.0429999999999999e+00   2.6819999999999999e+02   1.1819999999999999e+00
   1.0329999999999999e+00   1.0329999999999999e+00   1.0329999999999999e+00   2.9289999999999998e+02   2.3750000000000000e+00
   1.0340000000000000e+00   1.0320000000000000e+00   1.0349999999999999e+00   2.1019999999999999e+02   1.1930000000000001e+00
   1.5199999999999999e+01   8.4310000000000002e+02   1.6830000000000001e+00   1.0730000000000000e+00   9.9800000000000004e+00
   3.8199999999999998e+00   2.5419999999999999e+02   4.9840000000000000e+00   2.0739999999999998e+00   1.0160000000000000e+00
   1.7030000000000001e+00   1.1919999999999999e+00   1.2830000000000001e+02   2.2040000000000002e+00   1.0900000000000001e+00
   2.7949999999999999e+00   1.6209999999999999e+02   3.7759999999999998e+00   1.6810000000000000e+00   6.2130000000000001e+00
   2.5990000000000002e+00   1.4339999999999999e+00   3.2829999999999999e+00   1.8540000000000001e+02   1.1339999999999999e+00
   1.7430000000000001e+00   1.2140000000000000e+00   2.0579999999999998e+00   2.0119999999999999e+02   1.1110000000000000e+00
   1.0349999999999999e+00   1.0329999999999999e+00   1.0369999999999999e+00   2.1009999999999999e+02   1.1950000000000001e+00
   1.7940000000000000e+00   1.6650000000000000e+00   1.6230000000000000e+00   2.5649999999999999e+00   4.4330000000000001e+02
   1.6940000000000000e+00   1.1910000000000001e+00   1.2840000000000001e+02   2.2050000000000001e+00   1.0840000000000001e+00
   1.6930000000000001e+00   1.1910000000000001e+00   1.2880000000000001e+02   2.2149999999999999e+00   1.0810000000000000e+00
   1.1599999999999999e+00   1.1579999999999999e+00   3.8180000000000001e+02   1.4110000000000000e+00   1.5260000000000000e+00
   1.8009999999999999e+00   1.2290000000000001e+00   2.1440000000000001e+00   2.0080000000000001e+02   1.1040000000000001e+00
   2.2650000000000000e+02   4.6130000000000004e+00   5.0940000000000003e+00   5.3940000000000001e+00   4.2919999999999998e+00
   2.7820000000000000e+00   1.5590000000000001e+02   3.7860000000000000e+00   1.6150000000000000e+00   5.7279999999999998e+00
   1.7390000000000001e+00   1.1930000000000001e+00   1.3480000000000001e+02   2.0800000000000001e+00   1.1470000000000000e+00
   2.2069999999999999e+02   4.5700000000000003e+00   5.0490000000000004e+00   5.4920000000000000e+00   4.0940000000000003e+00
   2.5169999999999999e+00   1.4130000000000000e+00   3.1669999999999998e+00   1.8559999999999999e+02   1.0860000000000001e+00
   2.8300000000000001e+00   1.5730000000000001e+02   3.8630000000000000e+00   1.5850000000000000e+00   5.4779999999999998e+00
   1.3710000000000000e+00   1.1190000000000000e+00   1.5229999999999999e+00   2.0400000000000000e+02   1.1259999999999999e+00
   8.4850000000000000e+02   1.8069999999999999e+00   2.5059999999999998e+00   2.3639999999999999e+00   1.8730000000000000e+00
   1.9210000000000000e+00   1.7010000000000001e+00   2.0150000000000001e+00   3.8119999999999998e+00   3.6960000000000002e+02
   3.9960000000000000e+00   2.3140000000000000e+03   2.1450000000000000e+00   1.0680000000000000e+01   2.6440000000000001e+00
   1.9259999999999999e+00   1.7020000000000000e+00   2.0289999999999999e+00   3.8399999999999999e+00   3.6980000000000001e+02
   1.9050000000000000e+00   1.6970000000000001e+00   1.9570000000000001e+00   3.6269999999999998e+00   3.6489999999999998e+02
   2.5730000000000000e+00   1.4270000000000000e+00   3.2469999999999999e+00   1.8550000000000000e+02   1.1130000000000000e+00
   2.7839999999999998e+00   1.5580000000000001e+02   3.7839999999999998e+00   1.5970000000000000e+00   5.6570000000000000e+00
   1.5509999999999999e+00   1.1810000000000000e+00   3.6110000000000002e+02   1.4199999999999999e+00   1.3720000000000001e+00
   1.6810000000000000e+00   1.1899999999999999e+00   1.2819999999999999e+02   2.2120000000000002e+00   1.0760000000000001e+00
   2.5419999999999998e+00   1.4190000000000000e+00   3.2029999999999998e+00   1.8559999999999999e+02   1.1050000000000000e+00
   2.5000000000000000e+00   1.4090000000000000e+00   3.1389999999999998e+00   1.8540000000000001e+02   1.1200000000000001e+00
   2.3319999999999999e+00   1.8230000000000000e+00   2.2220000000000000e+00   5.7009999999999996e+00   2.3619999999999999e+02
   2.7770000000000001e+00   1.5730000000000001e+02   3.7890000000000001e+00   1.5810000000000000e+00   5.5080000000000000e+00
   1.9730000000000001e+00   1.2090000000000001e+00   6.4670000000000005e+02   1.1590000000000000e+00   1.1679999999999999e+00
   1.6850000000000001e+00   1.1910000000000001e+00   1.2830000000000001e+02   2.2200000000000002e+00   1.0750000000000000e+00
   2.2080000000000001e+02   4.5720000000000001e+00   5.0350000000000001e+00   5.4930000000000003e+00   4.0979999999999999e+00
   2.5550000000000002e+00   1.4230000000000000e+00   3.2210000000000001e+00   1.8540000000000001e+02   1.1259999999999999e+00
   1.7390000000000001e+00   1.1930000000000001e+00   1.3480000000000001e+02   2.0800000000000001e+00   1.1470000000000000e+00
