   1.0780000000000001e+00   1.0640000000000001e+00   1.0250000000000000e+03   4.9649999999999999e+01   1.2090000000000000e+01
   1.0700000000000001e+00   1.0609999999999999e+00   1.0240000000000000e+03   4.9770000000000003e+01   1.1279999999999999e+01
   2.5219999999999998e+00   6.2610000000000002e+02   1.0830000000000000e+00   1.9720000000000000e+00   7.3659999999999997e+00
   1.9330000000000001e+00   1.3710000000000000e+00   1.8309999999999999e+02   1.0300000000000000e+00   2.4409999999999998e+00
   2.7429999999999999e+00   1.6839999999999999e+00   7.9279999999999995e+02   1.8550000000000000e+00   1.0900000000000001e+00
   1.5589999999999999e+00   1.2290000000000001e+00   1.2430000000000000e+02   2.0230000000000001e+00   2.0049999999999999e+00
   1.4580000000000000e+00   1.4580000000000000e+00   1.1290000000000000e+00   3.0960000000000001e+00   2.2180000000000001e+02
   3.1600000000000001e+00   1.5890000000000000e+00   1.3180000000000001e+00   1.6069999999999999e+02   2.8119999999999998e+00
   3.2730000000000001e+00   1.6040000000000001e+00   1.3240000000000001e+00   1.7419999999999999e+02   2.8010000000000002e+00
   1.2760000000000000e+00   1.1859999999999999e+00   1.1650000000000000e+00   6.3710000000000002e+02   4.7699999999999996e+00
   1.4540000000000000e+00   1.4540000000000000e+00   1.1350000000000000e+00   3.2909999999999999e+00   2.6910000000000002e+02
   1.5560000000000000e+00   1.2280000000000000e+00   1.2440000000000001e+02   2.0240000000000000e+00   2.0049999999999999e+00
   2.3169999999999999e+02   1.9010000000000000e+00   3.6190000000000002e+00   5.3600000000000003e+00   3.9430000000000001e+00
   1.3870000000000000e+00   1.1510000000000000e+00   4.0989999999999998e+02   1.0329999999999999e+00   2.0550000000000002e+00
   1.6570000000000000e+00   1.3049999999999999e+00   1.1980000000000000e+00   4.2569999999999999e+02   5.2450000000000001e+00
   2.4469999999999999e+02   1.5229999999999999e+00   3.5259999999999998e+00   5.1959999999999997e+00   4.5289999999999999e+00
   2.4680000000000000e+00   3.3700000000000000e+02   2.3279999999999998e+00   1.3060000000000000e+00   4.9809999999999999e+00
   1.5120000000000000e+00   1.2110000000000001e+00   1.4800000000000000e+02   1.0830000000000000e+00   2.2109999999999999e+00
   2.2909999999999999e+02   1.8380000000000001e+00   3.6040000000000001e+00   5.2969999999999997e+00   4.0039999999999996e+00
   3.1400000000000001e+00   1.5920000000000001e+00   1.3169999999999999e+00   1.5659999999999999e+02   2.9030000000000000e+00
   3.1269999999999998e+00   1.5900000000000001e+00   1.3160000000000001e+00   1.5600000000000000e+02   2.9070000000000000e+00
   7.1630000000000003e+00   2.1549999999999998e+00   1.5800000000000001e+00   4.0110000000000002e+02   2.1970000000000001e+00
   2.8780000000000000e+03   1.4840000000000000e+01   3.1339999999999999e+00   4.5549999999999997e+00   1.4419999999999999e+00
   1.4580000000000000e+00   1.4580000000000000e+00   1.1290000000000000e+00   3.0990000000000002e+00   2.2169999999999999e+02
   1.7960000000000000e+00   7.4200000000000000e+02   1.5220000000000000e+00   5.2649999999999997e+00   1.8839999999999999e+00
   1.4580000000000000e+00   1.4580000000000000e+00   1.1290000000000000e+00   3.0930000000000000e+00   2.2180000000000001e+02
   1.4580000000000000e+00   1.4580000000000000e+00   1.1290000000000000e+00   3.0960000000000001e+00   2.2169999999999999e+02
   3.2799999999999998e+00   1.6050000000000000e+00   1.3250000000000000e+00   1.7430000000000001e+02   2.7999999999999998e+00
   1.5560000000000000e+00   1.2280000000000000e+00   1.2430000000000000e+02   2.0529999999999999e+00   2.0049999999999999e+00
   1.4830000000000001e+00   1.2050000000000001e+00   2.0840000000000001e+02   1.3779999999999999e+00   2.6899999999999999e+00
   1.5569999999999999e+00   1.2280000000000000e+00   1.2420000000000000e+02   2.0730000000000000e+00   2.0000000000000000e+00
   3.1339999999999999e+00   1.5910000000000000e+00   1.3169999999999999e+00   1.5650000000000000e+02   2.9089999999999998e+00
   3.1269999999999998e+00   1.5900000000000001e+00   1.3160000000000001e+00   1.5659999999999999e+02   2.9159999999999999e+00
   1.4580000000000000e+00   1.4580000000000000e+00   1.1290000000000000e+00   3.0830000000000002e+00   2.2040000000000001e+02
   1.5669999999999999e+00   1.2320000000000000e+00   1.2450000000000000e+02   1.9650000000000001e+00   1.9990000000000001e+00
   2.7610000000000001e+00   1.7620000000000000e+00   6.2039999999999998e+02   1.0420000000000000e+00   1.7740000000000000e+00
   1.5580000000000001e+00   1.2280000000000000e+00   1.2430000000000000e+02   2.0550000000000002e+00   2.0019999999999998e+00
   2.2819999999999999e+02   1.8460000000000001e+00   3.5880000000000001e+00   5.2850000000000001e+00   3.9849999999999999e+00
   3.2890000000000001e+00   1.6070000000000000e+00   1.3250000000000000e+00   1.7500000000000000e+02   2.7989999999999999e+00
   1.5540000000000000e+00   1.2270000000000001e+00   1.2430000000000000e+02   2.0169999999999999e+00   2.0120000000000000e+00
   2.4750000000000000e+02   2.0619999999999998e+00   3.7200000000000002e+00   5.7149999999999999e+00   3.5950000000000002e+00
   1.4580000000000000e+00   1.4580000000000000e+00   1.1290000000000000e+00   3.0950000000000002e+00   2.2169999999999999e+02
   2.2909999999999999e+02   1.8380000000000001e+00   3.6040000000000001e+00   5.2969999999999997e+00   4.0039999999999996e+00
   1.5620000000000001e+00   1.2300000000000000e+00   1.2540000000000001e+02   2.0739999999999998e+00   2.0080000000000000e+00
   1.5640000000000001e+00   1.2310000000000001e+00   1.2430000000000000e+02   2.0289999999999999e+00   2.0009999999999999e+00
   2.4780000000000002e+00   3.3730000000000001e+02   2.3340000000000001e+00   1.3029999999999999e+00   4.9950000000000001e+00
   3.1250000000000000e+00   1.5890000000000000e+00   1.3160000000000001e+00   1.5600000000000000e+02   2.9070000000000000e+00
   1.4580000000000000e+00   1.4580000000000000e+00   1.1290000000000000e+00   3.0960000000000001e+00   2.2180000000000001e+02
   2.2809999999999999e+02   1.8660000000000001e+00   3.6099999999999999e+00   5.2519999999999998e+00   3.9620000000000002e+00
   1.4580000000000000e+00   1.4580000000000000e+00   1.1290000000000000e+00   3.1010000000000000e+00   2.2180000000000001e+02
   1.4800000000000000e+00   1.2549999999999999e+00   1.1890000000000001e+00   4.8319999999999999e+02   5.8689999999999998e+00
   3.1240000000000001e+00   1.5890000000000000e+00   1.3160000000000001e+00   1.5600000000000000e+02   2.9070000000000000e+00
   3.0260000000000002e+02   1.7380000000000000e+00   3.0910000000000002e+00   6.0629999999999997e+00   5.1589999999999998e+00
   1.5120000000000000e+00   1.2110000000000001e+00   1.4800000000000000e+02   1.0830000000000000e+00   2.2109999999999999e+00
   1.4580000000000000e+00   1.4580000000000000e+00   1.1290000000000000e+00   3.1010000000000000e+00   2.2180000000000001e+02
   2.4830000000000001e+00   3.3689999999999998e+02   2.3239999999999998e+00   1.3109999999999999e+00   4.9969999999999999e+00
   1.4580000000000000e+00   1.4580000000000000e+00   1.1290000000000000e+00   3.0930000000000000e+00   2.2180000000000001e+02
   2.2909999999999999e+02   1.8380000000000001e+00   3.6040000000000001e+00   5.2969999999999997e+00   4.0039999999999996e+00
   3.1320000000000001e+00   1.5900000000000001e+00   1.3169999999999999e+00   1.5590000000000001e+02   2.9039999999999999e+00
   2.4820000000000002e+00   3.3680000000000001e+02   2.3149999999999999e+00   1.3230000000000000e+00   4.9900000000000002e+00
   1.7789999999999999e+00   1.3100000000000001e+00   1.5390000000000001e+02   1.0489999999999999e+00   1.7789999999999999e+00
   1.5549999999999999e+00   1.2270000000000001e+00   1.2220000000000000e+02   2.0430000000000001e+00   1.9790000000000001e+00
   1.4580000000000000e+00   1.4580000000000000e+00   1.1290000000000000e+00   3.0990000000000002e+00   2.2159999999999999e+02
   3.1290000000000000e+00   4.6839999999999998e+02   3.2610000000000001e+00   1.9870000000000001e+00   3.7949999999999999e+00
   3.1400000000000001e+00   1.5920000000000001e+00   1.3169999999999999e+00   1.5619999999999999e+02   2.8999999999999999e+00
   2.4820000000000002e+00   3.3689999999999998e+02   2.3230000000000000e+00   1.3140000000000001e+00   4.9930000000000003e+00
   1.6570000000000000e+00   4.3860000000000002e+02   2.1960000000000002e+00   5.8700000000000001e+00   3.8479999999999999e+00
   1.4580000000000000e+00   1.4580000000000000e+00   1.1290000000000000e+00   3.0830000000000002e+00   2.2040000000000001e+02
   1.4590000000000001e+00   1.4590000000000001e+00   1.1290000000000000e+00   1.0850000000000000e+00   5.3120000000000005e+02
   1.5580000000000001e+00   1.2280000000000000e+00   1.2430000000000000e+02   2.0550000000000002e+00   2.0019999999999998e+00
   1.4580000000000000e+00   1.4580000000000000e+00   1.1290000000000000e+00   3.0840000000000001e+00   2.2250000000000000e+02
   3.0310000000000001e+00   1.5680000000000001e+00   1.3149999999999999e+00   1.7480000000000001e+02   3.1349999999999998e+00
